filename,width,height,class,xmin,ymin,xmax,ymax
ptf-181-_jpg.rf.7a5d3f486154e44a48da297f21f1da9a.jpg,640,640,Class 0- No endodontic treatment,97,18,473,622
ptf-361-_jpg.rf.7dea2a32fd286ce59758e7c658ee3053.jpg,640,640,Class 2- incomplete endodontic treatment,141,155,463,354
ptf-121-_jpg.rf.801c26f1bcafaf108bef7cfa39a49dbb.jpg,640,640,Class 0- No endodontic treatment,149,87,482,439
ptf-392-_jpg.rf.7973c5d2cc88365f331463d99186b784.jpg,640,640,Class 1- complete endodontic treatment,228,42,567,611
ptf-392-_jpg.rf.7973c5d2cc88365f331463d99186b784.jpg,640,640,cavity,32,57,423,589
ptf-416-_jpg.rf.704e65ebaced9f300971172938d80897.jpg,640,640,Class 2- incomplete endodontic treatment,41,20,636,632
ptf-210-_jpg.rf.7c1412892d1b8167445b0d79881411e8.jpg,640,640,Class 0- No endodontic treatment,42,27,576,609
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,640,640,cavity,282,350,323,529
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,640,640,Class 1- complete endodontic treatment,328,353,407,539
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,640,640,Class 1- complete endodontic treatment,412,404,479,568
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,640,640,Class 2- incomplete endodontic treatment,576,200,640,465
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,640,640,Class 1- complete endodontic treatment,502,204,597,434
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,640,640,Class 2- incomplete endodontic treatment,17,205,143,398
ptf-282-_jpg.rf.73ea39f2c3a086ab7adc29bd99d6e2b9.jpg,640,640,Class 2- incomplete endodontic treatment,66,72,349,348
ptf-282-_jpg.rf.73ea39f2c3a086ab7adc29bd99d6e2b9.jpg,640,640,Class 2- incomplete endodontic treatment,216,319,353,514
ptf-282-_jpg.rf.73ea39f2c3a086ab7adc29bd99d6e2b9.jpg,640,640,Class 2- incomplete endodontic treatment,106,324,258,522
ptf-282-_jpg.rf.73ea39f2c3a086ab7adc29bd99d6e2b9.jpg,640,640,cavity,446,122,579,340
ptf-26-_jpg.rf.7a1904459103efa36c3e1785414eb55b.jpg,640,640,cavity,115,84,402,584
ptf-317-_jpg.rf.7f447e38405f7c12541127442cc25f24.jpg,640,640,Class 0- No endodontic treatment,176,259,574,638
ptf-317-_jpg.rf.7f447e38405f7c12541127442cc25f24.jpg,640,640,Class 1- complete endodontic treatment,124,22,556,399
ptf-310-_jpg.rf.732d189e901e89d32e24d6d4a96a575f.jpg,640,640,Class 0- No endodontic treatment,290,81,633,563
ptf-310-_jpg.rf.732d189e901e89d32e24d6d4a96a575f.jpg,640,640,Class 2- incomplete endodontic treatment,18,18,306,484
ptf-32-_jpg.rf.82b6262a31c47710f8049c6e6d31e281.jpg,640,640,Class 1- complete endodontic treatment,195,400,364,615
ptf-32-_jpg.rf.82b6262a31c47710f8049c6e6d31e281.jpg,640,640,Class 0- No endodontic treatment,340,410,437,640
ptf-413-_jpg.rf.810184e3c0e15da09efc216269ace3b1.jpg,640,640,Class 1- complete endodontic treatment,114,172,610,568
ptf-413-_jpg.rf.810184e3c0e15da09efc216269ace3b1.jpg,640,640,Class 0- No endodontic treatment,151,383,582,639
ptf-98-_jpg.rf.8091647863a94a3db6fa62d14447e5e9.jpg,640,640,Class 0- No endodontic treatment,138,20,620,479
ptf-98-_jpg.rf.8091647863a94a3db6fa62d14447e5e9.jpg,640,640,cavity,1,83,247,606
ptf-84-_jpg.rf.7e09b9c5fa3fb61af575fcaae794d620.jpg,640,640,Class 1- complete endodontic treatment,81,28,479,635
ptf-84-_jpg.rf.7e09b9c5fa3fb61af575fcaae794d620.jpg,640,640,cavity,400,52,625,625
ptf-378-_jpg.rf.8339fe86de7701a75d152ad6eb8131ab.jpg,640,640,Class 1- complete endodontic treatment,247,91,525,477
ptf-152-_jpg.rf.7bae595c413e71656d3105868ae19779.jpg,640,640,Class 0- No endodontic treatment,1,72,234,577
ptf-152-_jpg.rf.7bae595c413e71656d3105868ae19779.jpg,640,640,Class 0- No endodontic treatment,155,30,470,640
ptf-152-_jpg.rf.7bae595c413e71656d3105868ae19779.jpg,640,640,Class 0- No endodontic treatment,446,292,640,640
ptf-319-_jpg.rf.83298e006a24a7b4206a45c1b649d1ec.jpg,640,640,Class 1- complete endodontic treatment,154,99,599,528
ptf-223-_jpg.rf.84f15cdd137e37c94b66f09f319ceb2d.jpg,640,640,Class 2- incomplete endodontic treatment,69,24,439,540
ptf-390-_jpg.rf.871537a57180fb222e062289951e57b4.jpg,640,640,Class 1- complete endodontic treatment,262,202,381,470
ptf-274-_jpg.rf.7cd8468452356536c9aee01b0b7f7d75.jpg,640,640,Class 2- incomplete endodontic treatment,119,135,598,591
ptf-294-_jpg.rf.82ef1c002f936659b86e155b567794fe.jpg,640,640,Class 1- complete endodontic treatment,70,97,548,615
ptf-343-_jpg.rf.864b12db83e3e2f4093fa96b9f0b0925.jpg,640,640,Class 1- complete endodontic treatment,80,76,604,622
ptf-399-_jpg.rf.88faa6494566631bb30fe497ae1d35f5.jpg,640,640,Class 1- complete endodontic treatment,120,106,519,516
ptf-22-_jpg.rf.8874dc44cd94c2b53424f166396a2384.jpg,640,640,Class 0- No endodontic treatment,83,195,410,612
ptf-22-_jpg.rf.8874dc44cd94c2b53424f166396a2384.jpg,640,640,cavity,390,161,640,602
ptf-41-_jpg.rf.8b9c72aa5303cf50900409204cad1bc5.jpg,640,640,Class 1- complete endodontic treatment,162,387,224,507
ptf-41-_jpg.rf.8b9c72aa5303cf50900409204cad1bc5.jpg,640,640,cavity,226,392,274,514
ptf-41-_jpg.rf.8b9c72aa5303cf50900409204cad1bc5.jpg,640,640,Class 1- complete endodontic treatment,475,371,543,479
ptf-235-_jpg.rf.8b0ee7c27e7d251a3da38d39926903ec.jpg,640,640,Class 1- complete endodontic treatment,228,40,475,625
ptf-409-_jpg.rf.808414a5e9ecef797c54379c183eaba1.jpg,640,640,Class 1- complete endodontic treatment,67,419,223,517
ptf-409-_jpg.rf.808414a5e9ecef797c54379c183eaba1.jpg,640,640,Class 2- incomplete endodontic treatment,197,440,362,541
ptf-409-_jpg.rf.808414a5e9ecef797c54379c183eaba1.jpg,640,640,Class 1- complete endodontic treatment,143,145,311,225
ptf-409-_jpg.rf.808414a5e9ecef797c54379c183eaba1.jpg,640,640,Class 1- complete endodontic treatment,248,338,411,395
ptf-136-_jpg.rf.8e5f506f7c0b548f55a1e8fcb1a1b293.jpg,640,640,Class 0- No endodontic treatment,42,8,533,640
ptf-51-_jpg.rf.90d3ae72b329dd8b54e031e2658d5abe.jpg,640,640,Class 1- complete endodontic treatment,86,36,512,483
ptf-5-_jpg.rf.7da47dd48fab63e2906900e107e8dccd.jpg,640,640,Class 1- complete endodontic treatment,268,142,366,461
ptf-3-_jpg.rf.8d4118aaee9011f6e6f375ca7781c3fa.jpg,640,640,cavity,451,341,589,529
ptf-3-_jpg.rf.8d4118aaee9011f6e6f375ca7781c3fa.jpg,640,640,cavity,75,383,189,610
ptf-292-_jpg.rf.94150362ca3bcfc8c0580b4397ff2a21.jpg,640,640,Class 2- incomplete endodontic treatment,107,88,363,335
ptf-232-_jpg.rf.8fd4744f49eaeaf2e5f3e53180f9c4bf.jpg,640,640,Class 1- complete endodontic treatment,307,50,550,628
ptf-321-_jpg.rf.9256e6487cb8127309e3c7abf48deb2e.jpg,640,640,Class 2- incomplete endodontic treatment,60,51,599,455
ptf-321-_jpg.rf.9256e6487cb8127309e3c7abf48deb2e.jpg,640,640,cavity,16,303,561,636
ptf-168-_jpg.rf.8ee03ff1ba98cba951c09be5ea9fb41e.jpg,640,640,cavity,349,41,599,633
ptf-14-_jpg.rf.935683736c24c2b5dd1bd5a4b0fd93ec.jpg,640,640,Class 0- No endodontic treatment,222,47,562,551
ptf-14-_jpg.rf.935683736c24c2b5dd1bd5a4b0fd93ec.jpg,640,640,cavity,2,61,244,557
ptf-138-_jpg.rf.95bd35ec2a0de5621d87da1622704f26.jpg,640,640,Class 1- complete endodontic treatment,52,40,517,586
ptf-138-_jpg.rf.95bd35ec2a0de5621d87da1622704f26.jpg,640,640,cavity,493,56,640,624
ptf-29-_jpg.rf.9887ae3051e26b0fd37658971a86c2ca.jpg,640,640,Class 0- No endodontic treatment,163,46,459,582
ptf-357-_jpg.rf.8743fec553842e00393570626969eab8.jpg,640,640,Class 1- complete endodontic treatment,49,159,483,486
ptf-149-_jpg.rf.9b33e5db708f3acc604eafca7f614603.jpg,640,640,Class 1- complete endodontic treatment,220,34,572,617
ptf-149-_jpg.rf.9b33e5db708f3acc604eafca7f614603.jpg,640,640,cavity,2,33,224,545
ptf-329-_jpg.rf.992d5edeaa541f4b47ae97628266d09a.jpg,640,640,Class 1- complete endodontic treatment,68,256,517,586
ptf-329-_jpg.rf.992d5edeaa541f4b47ae97628266d09a.jpg,640,640,cavity,115,13,629,348
ptf-227-_jpg.rf.97e6b93fa454e1b46df62bc38930d884.jpg,640,640,Class 0- No endodontic treatment,199,45,571,591
ptf-174-_jpg.rf.8feec2a4dae7d910dc61d00bfaaaf653.jpg,640,640,Class 0- No endodontic treatment,138,156,529,624
ptf-111-_jpg.rf.9850bfd3f0260f61557aa08ff14e31bf.jpg,640,640,Class 0- No endodontic treatment,134,77,413,608
ptf-111-_jpg.rf.9850bfd3f0260f61557aa08ff14e31bf.jpg,640,640,Class 0- No endodontic treatment,386,40,581,610
ptf-111-_jpg.rf.9850bfd3f0260f61557aa08ff14e31bf.jpg,640,640,cavity,1,87,158,558
ptf-347-_jpg.rf.998ce73edaccc35a9fd3d203857fba42.jpg,640,640,Class 0- No endodontic treatment,36,171,596,523
ptf-347-_jpg.rf.998ce73edaccc35a9fd3d203857fba42.jpg,640,640,Class 1- complete endodontic treatment,150,13,638,317
ptf-173-_jpg.rf.99e26b97f87567a3a9412d091767c907.jpg,640,640,Class 0- No endodontic treatment,170,45,535,588
ptf-330-_jpg.rf.9bc3660cb567204afeea33c066134752.jpg,640,640,Class 1- complete endodontic treatment,54,68,384,517
ptf-330-_jpg.rf.9bc3660cb567204afeea33c066134752.jpg,640,640,cavity,293,115,628,629
ptf-169-_jpg.rf.964c0755c56281d97f64cdafc406cf3e.jpg,640,640,Class 0- No endodontic treatment,397,69,634,627
ptf-169-_jpg.rf.964c0755c56281d97f64cdafc406cf3e.jpg,640,640,cavity,165,46,402,628
ptf-171-_jpg.rf.9e3a489fc454c29fc2349cc994ac48d7.jpg,640,640,Class 0- No endodontic treatment,81,24,528,618
ptf-74-_jpg.rf.a094620fb245aeda164bbd2ad25189b6.jpg,640,640,Class 0- No endodontic treatment,75,152,563,482
ptf-42-_jpg.rf.9d49acce0cbf876e6905185070d80e4d.jpg,640,640,Class 1- complete endodontic treatment,243,132,495,625
ptf-229-_jpg.rf.9e7b47517ca6ab4c4a35effa2e3d5f57.jpg,640,640,Class 1- complete endodontic treatment,207,30,311,285
ptf-229-_jpg.rf.9e7b47517ca6ab4c4a35effa2e3d5f57.jpg,640,640,Class 2- incomplete endodontic treatment,395,70,531,303
ptf-229-_jpg.rf.9e7b47517ca6ab4c4a35effa2e3d5f57.jpg,640,640,cavity,279,63,418,288
ptf-229-_jpg.rf.9e7b47517ca6ab4c4a35effa2e3d5f57.jpg,640,640,cavity,247,307,408,578
ptf-229-_jpg.rf.9e7b47517ca6ab4c4a35effa2e3d5f57.jpg,640,640,cavity,482,271,636,532
ptf-144-_jpg.rf.9be15cacf783d504928534c60746b76b.jpg,640,640,Class 0- No endodontic treatment,244,25,599,558
ptf-30-_jpg.rf.a00feda244044aab44b4e76f88264596.jpg,640,640,cavity,286,354,441,510
ptf-30-_jpg.rf.a00feda244044aab44b4e76f88264596.jpg,640,640,cavity,244,202,510,372
ptf-137-_jpg.rf.a0533322b64b38785e3f553e4882fc86.jpg,640,640,Class 0- No endodontic treatment,191,29,575,597
ptf-170-_jpg.rf.a0c00fa111dadfae401af0c2885902e7.jpg,640,640,Class 0- No endodontic treatment,248,45,567,569
ptf-272-_jpg.rf.a595f8327cb79ff24eed414ca26c7f2c.jpg,640,640,Class 1- complete endodontic treatment,62,29,453,582
ptf-272-_jpg.rf.a595f8327cb79ff24eed414ca26c7f2c.jpg,640,640,cavity,353,138,623,612
ptf-139-_jpg.rf.a5d92aba946c8e4d7e9dd94a315a4129.jpg,640,640,Class 0- No endodontic treatment,10,29,633,607
ptf-411-_jpg.rf.a2ff4f06e4d45806ff73c166e8a4c2c4.jpg,640,640,Class 1- complete endodontic treatment,32,114,593,502
ptf-250-_jpg.rf.a0a535c57cc090ae583d1fbf9d6973ac.jpg,640,640,Class 2- incomplete endodontic treatment,296,95,456,402
ptf-250-_jpg.rf.a0a535c57cc090ae583d1fbf9d6973ac.jpg,640,640,Class 2- incomplete endodontic treatment,202,75,334,355
ptf-250-_jpg.rf.a0a535c57cc090ae583d1fbf9d6973ac.jpg,640,640,cavity,389,89,594,449
ptf-250-_jpg.rf.a0a535c57cc090ae583d1fbf9d6973ac.jpg,640,640,cavity,99,40,255,366
ptf-341-_jpg.rf.a7ee72d93bdaa590f6a5a7b17e6dd50d.jpg,640,640,Class 1- complete endodontic treatment,65,210,526,493
ptf-341-_jpg.rf.a7ee72d93bdaa590f6a5a7b17e6dd50d.jpg,640,640,Class 0- No endodontic treatment,164,16,581,284
ptf-335-_jpg.rf.a1857046fa083e6c934fa7f298da4bae.jpg,640,640,Class 1- complete endodontic treatment,42,92,549,550
ptf-57-_jpg.rf.a47a342edfde3af9de8c892f016bab48.jpg,640,640,cavity,274,73,507,601
ptf-305-_jpg.rf.9e65adae6264f4f26da588b496007085.jpg,640,640,Class 2- incomplete endodontic treatment,107,6,627,359
ptf-305-_jpg.rf.9e65adae6264f4f26da588b496007085.jpg,640,640,Class 2- incomplete endodontic treatment,123,262,585,640
ptf-256-_jpg.rf.9be1dac053c2a6999cb093498739a602.jpg,640,640,Class 1- complete endodontic treatment,149,42,439,568
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,Class 0- No endodontic treatment,454,202,572,481
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,Class 1- complete endodontic treatment,397,175,497,410
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,Class 0- No endodontic treatment,362,108,439,352
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,Class 0- No endodontic treatment,103,30,221,300
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,Class 1- complete endodontic treatment,69,287,200,511
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,cavity,248,396,348,553
ptf-270-_jpg.rf.a94d71c510d33f9a75666e026f36ad48.jpg,640,640,cavity,224,97,365,330
ptf-133-_jpg.rf.a8687d3dcab14861cc2c65c0c9c45a4b.jpg,640,640,Class 0- No endodontic treatment,352,4,627,610
ptf-240-_jpg.rf.a8dc429c811bd134616575eb8fda965e.jpg,640,640,Class 0- No endodontic treatment,76,11,592,628
ptf-242-_jpg.rf.abc733b198cfbc876a3d3e1d7758132b.jpg,640,640,Class 2- incomplete endodontic treatment,86,71,399,539
ptf-158-_jpg.rf.b03da2403b20c9530bf6bae503da7d33.jpg,640,640,Class 0- No endodontic treatment,186,137,456,617
ptf-221-_jpg.rf.ae43dc210c83c4210e86096df79aa9a0.jpg,640,640,Class 1- complete endodontic treatment,132,86,507,614
ptf-96-_jpg.rf.ace18dd5c4b258ce8626052c83b4fd0d.jpg,640,640,Class 1- complete endodontic treatment,105,90,549,605
ptf-159-_jpg.rf.aa4e77a9cd68d169862c00ce5969aa64.jpg,640,640,Class 1- complete endodontic treatment,0,54,375,640
ptf-101-_jpg.rf.b1dbde89c9d11ff2a84a09cfdf0b5eb9.jpg,640,640,Class 2- incomplete endodontic treatment,1,17,323,583
ptf-101-_jpg.rf.b1dbde89c9d11ff2a84a09cfdf0b5eb9.jpg,640,640,Class 2- incomplete endodontic treatment,277,3,640,487
ptf-131-_jpg.rf.ae20a170a6b9488d0bb46f9900be8c90.jpg,640,640,Class 0- No endodontic treatment,60,80,519,623
ptf-355-_jpg.rf.b1933b18de587fd8d260f2c3faccd275.jpg,640,640,Class 1- complete endodontic treatment,68,180,582,544
ptf-355-_jpg.rf.b1933b18de587fd8d260f2c3faccd275.jpg,640,640,Class 0- No endodontic treatment,152,27,618,349
ptf-259-_jpg.rf.a87c124c083a81b54254c1283ebc3ddf.jpg,640,640,Class 2- incomplete endodontic treatment,22,89,565,491
ptf-324-_jpg.rf.b1f8ef1ae89f06df1c3bf85fb128f8aa.jpg,640,640,Class 2- incomplete endodontic treatment,125,130,545,589
ptf-363-_jpg.rf.ac3d1414e7f82411bd353c272e6b16d8.jpg,640,640,Class 2- incomplete endodontic treatment,25,81,554,487
